# NROWS=4000 NCOLS=4 PARSER=%d,%d,%d,%d
1.000000000000000000e+00,3.003003003003002869e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.103103103103103271e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.203203203203203132e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.303303303303302993e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.403403403403403396e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.503503503503503256e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.603603603603603659e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.703703703703703520e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.803803803803803923e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,3.903903903903903783e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.004004004004004186e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.104104104104104047e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.204204204204203908e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.304304304304304310e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.404404404404404171e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.504504504504504574e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.604604604604604435e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.704704704704704837e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.804804804804804698e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.904904904904904559e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.005005005005004962e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.105105105105105364e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.205205205205204683e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.305305305305305086e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.405405405405405489e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.505505505505505891e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.605605605605605210e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.705705705705705613e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.805805805805806016e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.905905905905905334e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.006006006006005737e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.106106106106106140e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.206206206206206543e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.306306306306305861e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.406406406406406264e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.506506506506506667e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.606606606606605986e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.706706706706706388e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.806806806806806791e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.906906906906907194e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.007007007007006513e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.107107107107106915e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.207207207207207318e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.307307307307306637e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.407407407407407040e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.507507507507507442e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.607607607607607845e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.707707707707707164e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.807807807807807567e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.907907907907907969e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.008008008008008372e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.108108108108107691e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.208208208208208094e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.308308308308308496e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.408408408408407815e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.508508508508508218e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.608608608608608621e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.708708708708709023e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.808808808808808342e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.908908908908908745e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.009009009009009148e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.109109109109108466e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.209209209209208869e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.309309309309309272e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.409409409409409675e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.509509509509508993e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.609609609609609396e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.709709709709709799e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.809809809809809118e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,9.909909909909910605e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.001001001001000992e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.011011011011010924e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.021021021021021073e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.031031031031031005e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.041041041041040937e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.051051051051051085e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.061061061061061017e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.071071071071070949e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.081081081081081098e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.091091091091091030e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.101101101101101178e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.111111111111111110e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.121121121121121042e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.131131131131131191e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.141141141141141123e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.151151151151151054e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.161161161161161203e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.171171171171171135e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.181181181181181067e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.191191191191191216e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.201201201201201147e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.211211211211211079e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.221221221221221228e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.231231231231231160e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.241241241241241309e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.251251251251251240e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.261261261261261172e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.271271271271271321e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.281281281281281253e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.291291291291291185e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.301301301301301333e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.311311311311311265e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.321321321321321197e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.331331331331331346e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.341341341341341278e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.351351351351351426e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.361361361361361358e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.371371371371371290e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.381381381381381439e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.391391391391391371e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.401401401401401303e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.411411411411411451e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.421421421421421383e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.431431431431431315e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.441441441441441464e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.451451451451451395e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.461461461461461327e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.471471471471471476e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.481481481481481408e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.491491491491491557e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.501501501501501488e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.511511511511511420e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.521521521521521569e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.531531531531531501e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.541541541541541433e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.551551551551551581e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.561561561561561513e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.571571571571571445e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.581581581581581594e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.591591591591591526e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.601601601601601674e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.611611611611611606e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.621621621621621538e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.631631631631631687e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.641641641641641619e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.651651651651651551e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.661661661661661699e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.671671671671671631e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.681681681681681563e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.691691691691691712e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.701701701701701644e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.711711711711711575e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.721721721721721724e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.731731731731731656e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.741741741741741805e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.751751751751751737e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.761761761761761668e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.771771771771771817e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.781781781781781749e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.791791791791791681e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.801801801801801830e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.811811811811811761e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.821821821821821693e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.831831831831831842e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.841841841841841774e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.851851851851851706e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.861861861861861854e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.871871871871871786e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.881881881881881935e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.891891891891891867e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.901901901901901799e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.911911911911911947e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.921921921921921879e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.931931931931931811e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.941941941941941960e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.951951951951951892e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.961961961961961824e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.971971971971971972e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.981981981981982121e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.991991991991991836e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.002002002002001985e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.012012012012012133e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.022022022022021848e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.032032032032031997e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.042042042042042146e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.052052052052051861e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.062062062062062009e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.072072072072072158e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.082082082082081873e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.092092092092092022e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.102102102102102171e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.112112112112111886e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.122122122122122034e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.132132132132132183e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.142142142142141898e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.152152152152152047e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.162162162162162195e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.172172172172171910e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.182182182182182059e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.192192192192192208e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.202202202202202357e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.212212212212212072e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.222222222222222220e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.232232232232232369e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.242242242242242084e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.252252252252252233e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.262262262262262381e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.272272272272272096e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.282282282282282245e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.292292292292292394e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.302302302302302109e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.312312312312312258e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.322322322322322406e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.332332332332332121e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.342342342342342270e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.352352352352352419e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.362362362362362134e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.372372372372372282e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.382382382382382431e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.392392392392392146e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.402402402402402295e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.412412412412412444e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.422422422422422159e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.432432432432432307e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.442442442442442456e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.452452452452452605e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.462462462462462320e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.472472472472472468e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.482482482482482617e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.492492492492492332e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.502502502502502481e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.512512512512512629e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.522522522522522345e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.532532532532532493e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.542542542542542642e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.552552552552552357e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.562562562562562506e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.572572572572572654e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.582582582582582369e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.592592592592592518e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.602602602602602667e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.612612612612612382e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.622622622622622530e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.632632632632632679e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.642642642642642394e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.652652652652652543e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.662662662662662692e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.672672672672672407e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.682682682682682555e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.692692692692692704e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.702702702702702853e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.712712712712712568e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.722722722722722716e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.732732732732732865e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.742742742742742580e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.752752752752752729e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.762762762762762878e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.772772772772772593e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.782782782782782741e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.792792792792792890e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.802802802802802605e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.812812812812812754e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.822822822822822902e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.832832832832832617e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.842842842842842766e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.852852852852852915e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.862862862862862630e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.872872872872872779e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.882882882882882927e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.892892892892892642e-03,0.000000000000000000e+00,1.000000000000000000e+00
